Kontext	Conversational Move	Topic	Count	Antwort 1	Antwort 2	Antwort 3	Antwort 4	Antwort 5	Antwort 6	Antwort 7	Antwort 8	Antwort 9	Antwort 10	Antwort 11	Antwort 12	Antwort 13	Antwort 14	Antwort 15	Antwort 16	Antwort 17	Antwort 18	Antwort 19
EK_Default	CM_AskLocationOfTopic	#Ersatzteil	1	Ich habe keine Ahnung wo das Ersatzteil sein könnte. Aber wahrscheinlich hat Alexander es verwahrt.																		
EK_Default	CM_AskLocationOfTopic	#Friedhof	1	Der Friedhof ist in der Nähe vom Lager, hinter dem Fahnenmast.																		
EK_Default	CM_AskLocationOfTopic	#Höhle	1	Folge einfach vom Lager aus dem orangenen Pfad, dann erreichst du die Höhle. 																		
EK_Default	CM_AskLocationOfTopic	#Schatulle	1	Alexanders Schatulle ist auf seinem Schreibtisch.																		
EK_Default	CM_AskLocationOfTopic	#Lager	1	Von da bist du wahrscheinlich gerade gekommen. Folge einfach dem rot markierten Pfad, dann kannst du das Lager nicht verfehlen. 																		
EK_Default	CM_AskLocationOfTopic	#Lawrence_Wilson	1	Lawrdence ist vermutlich gerade im Wohnzelt im Lager.																		
EK_Default	CM_AskLocationOfTopic	#Maschine	1	Die Maschine ist in der Höhle. Aber die ist sowieso defekt. Fehlt ein Ersatzteil oder so. 																		
EK_Default	CM_AskLocationOfTopic	#Schiff	1	Die Foresight ist gleich hier, hinter mir. Sie ist wunderschön, nicht wahr?																		
EK_Default	CM_AskLocationOfTopic	#Südpol	1	Mein Junge, was meinst du wo du gerade bist.																		
EK_Default	CM_AskLocationOfTopic	#Vorräte	1	Die Vorräte sind auf der Foresight.																		
EK_Default	CM_AskStateOfTopic	#Adelaide_Shackleton	1	Adelaide hat den Tod von David nicht gut verkraftet. Sie stürzt sich nur in noch mehr Arbeit. Sie ist aber stolz auf das was sie schon herausgefunden hat. 																		
EK_Default	CM_AskStateOfTopic	#Alexander_Veltman	1	Vor seinem Verschwinden war Alexaner ganz bessessen von der Forschung. Ich kann mir garnicht vorstellen wieso er auf einmal einfach damit aufhören und verschwinden konnte. Wahrscheinlich ist er nicht mal mehr am Leben. Er hat keine Vorräte mitgenommen. Ich ihm ein Kreuz neben Davids aufgestellt. Möge seine rastlose Forscherseele ihren Frieden finden.																		
EK_Default	CM_AskStateOfTopic	#Arbeit	1	Ich verwalte momentan vor allem die Vorräte und halte die Geräte instand.																		
EK_Default	CM_AskStateOfTopic	#David_Edgeworth	1	David ist Tod. Ich habe ihn vor etwa vier Wochen begraben.																		
EK_Default	CM_AskStateOfTopic	#Edgar_Evans	1	Um ehrlich zu sein ist mir dieser Ort nicht recht. Ich bin froh wenn wir hier früher weg kommen als ursprünglich geplant.																		
EK_Default	CM_AskStateOfTopic	#Forschung	1	Davon weiß ich wirklich nichts. Da musst du Adelaide fragen. Sie hat mit David und Alexander zusammengearbeitet.																		
EK_Default	CM_AskStateOfTopic	#Kairosit	1	Von diesem Stein verstehe ich nichts. Frag lieber Adelaide. Sie hat sich damit beschäftigt.																		
EK_Default	CM_AskStateOfTopic	#Lawrence_Wilson	1	Ich glaube auch Lawrence ist von der Situation belastet, aber bleibt immer professionell.																		
EK_Default	CM_AskStateOfTopic	#Maschine	1	Die Maschine ist momentan defekt. Adelaide sagt ein Ersatzteil muss getauscht werden um sie wieder zum Laufen zu bringen. Alexander hat bestimmt noch Ersatzteile in seinem Zelt. 																		
EK_Default	CM_AskStateOfTopic	#Tod	1	David wurde wohl von einer Explosion getötet. Alexander erklärte irgendwas von zu viel Energie und der Maschine. Ich habe es nicht verstanden, aber fest steht, dass diese Maschine gefährlich ist und einer unserer Leute tot ist.																		
EK_Default	CM_AskStateOfTopic	#Unfall	1	In der Höhle gab es eine Explosion. Alexander erklärte irgendwas von zu viel Energie und der Maschine. Ich habe es nicht verstanden, aber fest steht, dass diese Maschine gefährlich ist und einer unserer Leute tot ist.																		
EK_Default	CM_AskTimeOnTopic	#Friedhof	1	Ich habe David vor einem Monat nach dem Unfall begraben.																		
EK_Default	CM_AskTimeOnTopic	#Höhle	1	Die Höhle hat Adelaide bald nach unserer Ankunft lokalisiert.																		
EK_Default	CM_AskTimeOnTopic	#Kairosit	1	Dieses Gestein haben die Forscher kurz nach unserer Ankunft in der Höhle entdeckt.																		
EK_Default	CM_AskTimeOnTopic	#Lager	1	Wir haben das Lager in unserer ersten Woche hier errichtet.																		
EK_Default	CM_AskTimeOnTopic	#Reise	1	Wir sind vor fünf Monaten hier angekommen.																		
EK_Default	CM_AskTimeOnTopic	#Rückreise	1	Unsere geplante Rückreise ist in vier Monaten. Wenn das Eis taut und die Foresight wieder das offene Meer erreichen kann. 																		
EK_Default	CM_AskTimeOnTopic	#Tod	1	David ist vor einem Monat bei dem Unfall in der Höhle gestorben.																		
EK_Default	CM_AskTimeOnTopic	#Unfall	1	Das Unglück ist vor einem Monat passiert. David ist dabei gestorben.																		
EK_Default	CM_AskTimeOnTopic	#Vorräte	1	Die Vorräte werden uns nicht ausgehen. Wir haben noch planmäßig Rationen bis zu unserer Abreise. Und wir sind zwei Mann weniger. Der arme Alexander hat nichtmal etwas von den Vorräten mitgenommen. 																		
EK_Default	CM_AskTimeOnTopic	#NO_TOPIC	1	Eh.. wir haben Mitte Februar wenn ich mich nicht irre. Noch etwa vier Monate bis das Eis tauen soll.																		
EK_Default	SCM_Apologize	#NO_TOPIC	1	Junge, wofür entschuldigst du dich?																		
EK_Default	SCM_Goodbye	#NO_TOPIC	1	Mach's gut.																		
EK_Default	SCM_Greet	#NO_TOPIC	1	Hallo, Junge.																		
EK_Default	SCM_IntroduceSelf	#NO_TOPIC	0																			
EK_Default	SCM_Oppose	#NO_TOPIC	1	Was soll das, Junge?																		
EK_Default	SCM_Agree	#NO_TOPIC	1	Freut mich, dass du mir zustimmst.																		
EK_Default	SCM_Disagree	#NO_TOPIC	1	Nagut, jeder wie er meint.																		
