Kontext	Conversational Move	Topic	Count	Antwort 1	Antwort 2	Antwort 3	Antwort 4	Antwort 5	Antwort 6	Antwort 7	Antwort 11	Antwort 12	Antwort 13	Antwort 14	Antwort 15	Antwort 16	Antwort 17	Antwort 18	Antwort 19	Antwort 20	Antwort 21	Antwort 22
LK_Default	CM_CatchAll	#NO_TOPIC	5	An ihrer stelle würde ich mal in der Höhle schauen wenn sie Alexander finden möchten.	Haben sie schon mir allen von der Crew gesprochen?	Haben sie bereits erfahren, dass David gestorben ist? Es hat uns wirklich erschüttert. Säßen wir nicht noch hier fest hätten wir vielleicht die Mission abgebrochen.	Ich hoffe, dass wir Alexander noch lebendig finden. Vielleicht hat es etwas mit seinem Forschungsdurchbruch zu tun.	Ist es nicht merkwürdig, dass Alexander bereits hier war? Also nicht genau an diesem Ort, aber er erzählte er wurde ohne Erinnerungen in der Antarktis von einem norwegischen polarforscher gefunden.														
LK_Default	CM_CatchAll	#Verschwinden	1	Vor ungefähr zwei Wochen ist Alexander verschwunden. Er hat sich nurnoch in der Höhle aufgehalten. Eines Tages war er auf einmal nirgends mehr zu finden. Edgar ist der letzte, der ihn gesehen hat.																		
LK_Default	CM_CatchAll	#Südpol	2	Mir behagt der Ort nicht. Irgendwas ist hier seltsam. Und jetzt wo David tot ist und Alexander verschwunden... Bis sie angekommen sind dachten wir, wir müssten noch auf den Frühling warten, bevor wir hier weg kommen.	Ich erinnere mich, dass Alexander als wir hier ankamen aufgeregt sagte , dass dies der Ort sein muss. Vielleicht meint er den Ort aus seinen Visionen																	
LK_Default	CM_CatchAll	#Reise	1	Am Tag der Hinreise habe ich erst die Crew kennengelernt. Edgar kannte ich bereits von früher. Er hat mich überhaupt erst überredet hier mit zu machen.																		
LK_Default	CM_CatchAll	#Rettung	1	Rettung? Wieso denken sie wir müssen gerettet werden? Aber in der Tat sind hier merkwürdige Sachen vorgefallen.																		
LK_Default	CM_CatchAll	#Rückreise	1	Wir müssen noch bis zum Frühling warten, bis wir zurück reisen können. Edgar sagt, in etwa vier Monaten. 																		
LK_Default	CM_CatchAll	#Schatulle	1	Da hat Alexander bestimmt etwas wertvolles aufbewahrt. Vielleicht seine geliebten Zigarren, haha. Ich habe schonmal überlegt seit er fort ist nachzuschauen, aber die Schatulle ist mit einem Zahlenschloss abgesperrt. Bestimmt hat er seinen "Geburtstag" verwendet. Versuch doch mal 2812 und sag mir ob es geklappt hat.																		
LK_Default	CM_CatchAll	#Schiff	1	Edgar ist der Kapitän der Foresight und hat uns her mit ihr gebracht. Wenn sie etwas darüber wissen möchten, sollten sie mit Edgar sprechen.																		
LK_Default	CM_CatchAll	#Merkwürdig	1	Dieser Ort ist wirklich seltsam. Spüren sie es auch? Ich kann ihnen nicht sagen was es ist, aber es behagt mir hier nicht.																		
LK_Default	CM_CatchAll	#Unfall	1	Bei dem Unfall in der Höhle wurde David tödlich verletzt. Alexander hat sich ebenfalls leichte verletzungen hinzugezogen. Aber er hat sich bald wieder erholt.																		
LK_Default	CM_CatchAll	#Visionen	1	Alexander erzählte, dass er sich solange er zurückdenken kann Visionen von diesem Ort hatte. Ich kann mir nicht erklären wie das sein kann. Vielleicht hat es mit seiner Vergangenheit hier zu tun...																		
LK_Default	CM_CatchAll	#Vorräte	1	 Wenn sie etwas über unsere Rationen wissen möchten, fragen sie am besten Edgar. Er verwaltet unsere Vorräte und kocht für uns. Er hat sogar zuletzt Alexander jeden Tag sein Essen in die Höhle gebracht.																		
LK_Default	CM_CatchAll	#wasistpassiert	1	Zunächst lief alles gut, wir haben das Lager errichtet. Die Wissenschaftler haben dieses Gestein entdeckt und erforscht. Doch vor einem Monat ist David bei einem Unfall gestorben. Alexander hat fanatisch weiter geforscht und ist vor zwei Wochen verschwunden.																		
LK_Default	CM_CatchAll	#Aufzeichungen	1	Leider kann ich ihnen nicht sagen ob Aufzeichnungen über die Forschungen existieren. Fragen sie vielleicht Adelaide. Wenn es jemand weiß, dann sie.																		
LK_Default	CM_AskLocationOfTopic	#Adelaide_Shackleton	1	Adelaide müsste sich gerade im Forschungszelt aufhalten. Sie untersucht dort momentan die Kairositproben.																		
LK_Default	CM_AskLocationOfTopic	#Alexander_Veltman	2	Wenn wir das wüssten. Alexander ist seit ungefähr zwei Wochen verschwunden. Seitdem haben wir keine Spur von ihm. Edgar war der letzte, der mit ihm gesprochen hat.	Wir wissen nicht wo er sein kann. Edgar ist der Letzte, der Veltman vor seinem Verschwinden gesehen hat. Aber das ist nun auch schon zwei Wochen her..																	
LK_Default	CM_AskLocationOfTopic	#Crew	1	Adelaide müsste sich gerade im Forschungszelt aufhalten und Edgar ist wahscheinlich bei der Foresight. Ich weiß nicht ob sie es schon gehört haben aber David ist vor einem Monat gestorben. Und Alexander ist vor zwei Wochen verschwunden.																		
LK_Default	CM_AskLocationOfTopic	#David_Edgeworth	1	David ist bei einem Unfall in den Höhlen tödlich verletzt worden. Das ist jetzt ungefähr einen Monat her. Edgar hat ihn auf dem Friedhof in der Nähe vom Camp begraben.																		
LK_Default	CM_AskLocationOfTopic	#Edgar_Evans	1	Edgar ist bestimmt bei der Foresight und sichtet die Vorräte.																		
LK_Default	CM_AskLocationOfTopic	#Ersatzteil	1	Sehen sie mal in Alexanders Zelt nach. Er hat es dort bestimmt irgendwo sicher verwahrt.																		
LK_Default	CM_AskLocationOfTopic	#Friedhof	1	Der Friedhof ist in der Nähe des Lagers. Von hier aus hinter dem Fahnenmast.																		
LK_Default	CM_AskLocationOfTopic	#Höhle	1	Wenn sie aus diesem Zelt gehen müssen sie nur nach links gehen. Sie wird ihnen direkt ins Auge fallen.																		
LK_Default	CM_AskLocationOfTopic	#Kairosit	1	Adelaide untersucht gerade ein paar Proben von dem Kairosit. Der Rest befindet sich in der großen Höhle.																		
LK_Default	CM_AskLocationOfTopic	#Lager	1	Sie sind bereits hier.																		
LK_Default	CM_AskLocationOfTopic	#Lawrence_Wilson	1	Hier bin ich, sie haben mich gefunden. Was kann ich für sie tun?																		
LK_Default	CM_AskLocationOfTopic	#Maschine	1	Die Maschine ist in der Höhle, sie werden sie erkennen wenn sie dort sind.																		
LK_Default	CM_AskLocationOfTopic	#Schatulle	1	Wenn sie das fragen, müsste ihnen klar sein, dass sie auf Alexanders Schreibtisch ist. Haben sie schon versucht sie zu öffnen?																		
LK_Default	CM_AskLocationOfTopic	#Schiff	1	Halten sie sich rechts wenn sie aus dem Zelt gehen und folgen sie dem rot markierten Pfad, dann kommen sie zur Foresight.																		
LK_Default	CM_AskLocationOfTopic	#Vorräte	1	Die Vorräte befinden sich auf der Foresight. Ich meine Edgar schaut gerade danach																		
LK_Default	CM_AskStateOfTopic	#Adelaide_Shackleton	1	Sie leidet sehr unter dem Tod von Edgeworth. Sie standen sich sehr nahe. Er war für sie wie ein Vater. Ich versuche Miss Shackleton so gut wie möglich über diesen Verlust hinweg zu helfen.																		
LK_Default	CM_AskStateOfTopic	#Alexander_Veltman	2	Als wir ankamen war Alexander voller Elan. Nach Davids Tod jedoch verwandelte es sich mehr in einen Wahn. Er verbrachte Tage allein in der Höhle mit den Forschungen. Nach einigen Gesprächen mit ihm vermute ich, dass er versucht die Geheimnisse seiner Vergangenheit aufzudecken. Und der Tod von David durfte in seinen Augen nicht umsonst sein.	Nach Davids Tod hat sich Alexander zurückgezogen und fanatisch alleine weiter geforscht. Ich glaube er wollte etwas erreichen, damit sein Verlust nicht umsonst war. 																	
LK_Default	CM_AskStateOfTopic	#Arbeit	1	Momentan habe ich nicht viel zu tun. Ich achte aber darauf, dass es Adelaide und Edgar den Umständen entsprechend gut geht.																		
LK_Default	CM_AskStateOfTopic	#David_Edgeworth	1	David ist tot. Vorher schien er begeistert von der Forschung mit Alexander. Es wirkte als wären sie etwas großen auf den Schlichen.																		
LK_Default	CM_AskStateOfTopic	#Edgar_Evans	1	Ich finde Edgar geht erstaunlich gut mit der Situation um. Er behält einen kühlen kopf.																		
LK_Default	CM_AskStateOfTopic	#Forschung	1	Fragen sei dazu besser Adelaide, sie war teilweise an den Forschungen beteiligt,  aber es wirkte als würden sie an etwas wichtigem arbeiten.																		
LK_Default	CM_AskStateOfTopic	#Kairosit	1	Ich weiß nicht was es mit dem Gestein auf sich hat. Ich habe mich aus den Forschungen rausgehalten. Aber ich habe gehört, es hat ungewöhnliche Eigenschaften.																		
LK_Default	CM_AskStateOfTopic	#Lawrence_Wilson	1	Ich muss gestehen mir setzt die ganze Situation etwas zu. Ich würde diesen Ort gerne so bald wie möglich verlassen.																		
LK_Default	CM_AskStateOfTopic	#Maschine	1	Die Maschine scheint seit dem letzten Betrieb defekt zu sein. Adelaide meinte ein Ersatzteil müsse ausgetauscht werden.																		
LK_Default	CM_AskStateOfTopic	#Tod	1	David ist nach der Explosion bei einem Experiment in der Höhle tödlich verwundet worden. Ich konnte nichts mehr für ihn tun. Alexander hatte hingegen Glück, er war fast unversehrt.																		
LK_Default	CM_AskStateOfTopic	#Unfall	1	Scheinbar gab es eine Explosion in der Höhle. David hat schwere Brandverletzungen erlitten. Als ich ihn untersuchte war er bereits tot. Alexander hatte hingegen Glück, er war fast unversehrt.																		
LK_Default	CM_AskTimeOnTopic	#Forschung	1	Kurz nachdem wir hier angekommen sind haben die Forscher die Höhle entdeckt. Seitdem haben Alexander, David und Adelaide an dem Gestein geforscht. Ich meine sie nannten es Kairosit.																		
LK_Default	CM_AskTimeOnTopic	#Friedhof	1	Wir haben David kurz nach seinem Tod vor vier Wochen begraben. Edgar hat vor ein paar Tagen auch ein Kreuz für Alexander aufgestellt. Ich weiß es wirkt aussichtslos, aber ich hoffe wir finden Alexander noch.																		
LK_Default	CM_AskTimeOnTopic	#Höhle	1	Adelaide hat die Höhle kurz nach unserer Ankunft aufgespürt. Ich weiß nicht wie sie das gemacht hat, da müssen sie sie schon selbst fragen.																		
LK_Default	CM_AskTimeOnTopic	#Kairosit	1	Das Kairosit hat Alexander entdeckt als wir den Tunnel in diesen Eisklotz fertiggestellt haben.																		
LK_Default	CM_AskTimeOnTopic	#Lager	1	Wir haben das Lager in der Ersten Woche nach unserer Ankunft hier errichtet.																		
LK_Default	CM_AskTimeOnTopic	#Reise	1	Wir sind vor fünf Monaten hier angekommen.																		
LK_Default	CM_AskTimeOnTopic	#Rückreise	1	Wir müssen noch warten bis der Winter vorbei ist. Erst dann können wir zurück.																		
LK_Default	CM_AskTimeOnTopic	#Tod	2	David ist vor ungefähr einem Monat bei einem Forschungsunfall in der Höhle ums Leben gekommen.	Vor ungefähr einem Monat, im Januar ist er bei einem Experiment tödlich verletzt worden.																	
LK_Default	CM_AskTimeOnTopic	#Unfall	1	Der Unfall bei dem David gestorben ist, ist jetzt ungefähr einen Monat her.																		
LK_Default	CM_AskTimeOnTopic	#Vorräte	1	Edgar meint mit den Vorräten ist alles in Ordnung und wir brauchen uns keine Sorgen zu machen, dass sie uns ausgehen könnten.																		
LK_Default	CM_AskTimeOnTopic	#NO_TOPIC	1	Es ist Mitte Februar 1930, wir sind seit fünf Monaten hier. Es kommt mir bereits wie eine Ewigkeit vor. Wir sitzen aber noch weitere fünf Monate hier fest.																		
LK_Default	SCM_Apologize	#NO_TOPIC	1	Ich verstehe nicht wofür sie sich entschuldigen.																		
LK_Default	SCM_Goodbye	#NO_TOPIC	1	Machen sie es gut.																		
LK_Default	SCM_Greet	#NO_TOPIC	1	Hallo.																		
LK_Default	SCM_IntroduceSelf	#NO_TOPIC	1	Freut mich sie kennen zu lernen																		
LK_Default	SCM_Oppose	#NO_TOPIC	1	Das lasse ich mir nicht bieten.																		
LK_Default	SCM_Agree	#NO_TOPIC	2	Schön, dass sie meiner Meinung sind.	Nicht wahr?																	
LK_Default	SCM_Disagree	#NO_TOPIC	2	Denken sie nicht?	Nun gut, wir müssen nicht alle einer Meinung sein.																	
